P1	7511867.640	4692126.963	616.233		616.233	1969-12-31	16:00:00	0.000
P2	7511860.767	4692091.015	616.667		616.667	1969-12-31	16:00:00	0.000
1	7511854.918	4692142.317	616.777	PUSET-FEKAL	616.777	2019-12-12	11:36:46	
2	7511853.206	4692138.487	616.734	PUSET-FEKAL	616.734	2019-12-12	11:37:11	
3	7511862.508	4692136.066	616.751	MURI	616.751	2019-12-12	11:37:30	
4	7511858.244	4692133.934	616.856	MURI	616.856	2019-12-12	11:37:45	
5	7511863.131	4692129.053	616.711	MURI	616.711	2019-12-12	11:37:59	
6	7511863.627	4692127.849	616.683	MURI	616.683	2019-12-12	11:38:12	
7	7511867.894	4692128.187	616.601	MURI	616.601	2019-12-12	11:38:41	
8	7511867.365	4692123.538	616.604	MURI	616.604	2019-12-12	11:39:07	
9	7511866.208	4692115.708	616.457	MURI	616.457	2019-12-12	11:39:28	
10	7511863.084	4692116.529	616.392	MURI	616.392	2019-12-12	11:40:11	
11	7511875.935	4692127.426	616.565	ORE-UJI	616.565	2019-12-12	11:40:48	
12	7511877.236	4692127.620	616.569	GARAZHA	616.569	2019-12-12	11:41:15	
13	7511876.967	4692124.698	616.566	GARAZHA	616.566	2019-12-12	11:41:36	
14	7511876.967	4692124.698	616.566	PERDHESE	616.566	2019-12-12	11:41:51	
15	7511876.655	4692121.886	616.492	SHKALLA	616.492	2019-12-12	11:42:15	
16	7511874.868	4692122.074	616.500	SHKALLA	616.500	2019-12-12	11:42:29	
17	7511874.585	4692118.959	616.503	SHKALLA	616.503	2019-12-12	11:42:46	
18	7511874.317	4692118.799	616.506	PERDHES-TERAS	616.506	2019-12-12	11:43:22	
19	7511873.385	4692117.390	616.407	PERDHES-TERAS	616.407	2019-12-12	11:43:38	
20	7511874.233	4692115.148	616.375	PERDHES-TERAS	616.375	2019-12-12	11:44:25	
21	7511876.032	4692114.494	616.345	PERDHES-TERAS	616.345	2019-12-12	11:45:03	
22	7511876.032	4692114.494	616.345	PERDHESE	616.345	2019-12-12	11:45:15	
23	7511877.229	4692127.619	618.803	PERDHESE	618.803	2019-12-12	11:45:48	
24	7511876.962	4692124.713	618.325	PERDHESE	618.325	2019-12-12	11:45:56	
25	7511876.032	4692114.567	618.988	PERDHESE	618.988	2019-12-12	11:46:07	
26	7511885.857	4692123.914	622.355	PERDHESE	622.355	2019-12-12	11:46:21	
27	7511886.228	4692123.884	622.348	PERDHESE	622.348	2019-12-12	11:47:13	
