K1	7513227.500	4692289.772	620.739		620.739	1969-12-31	16:00:00	0.000
K2	7513144.121	4692328.007	621.671		621.671	1969-12-31	16:00:00	0.000
FS1	7513199.513	4692258.874	620.743		620.743	2019-12-12	16:06:51	
1	7513169.904	4692284.204	623.341		623.341	2019-12-12	16:07:56	
2	7513169.897	4692284.211	623.341		623.341	2019-12-12	16:08:12	
3	7513178.120	4692273.583	623.248		623.248	2019-12-12	16:08:31	
4	7513181.563	4692270.289	622.739		622.739	2019-12-12	16:08:48	
5	7513184.035	4692266.966	622.073	HYRJE	622.073	2019-12-12	16:09:48	
6	7513192.753	4692255.858	621.850		621.850	2019-12-12	16:10:19	
7	7513180.225	4692245.895	623.167		623.167	2019-12-12	16:10:47	
KK1	7513169.865	4692284.174	625.262		625.262	2019-12-12	16:16:57	
KK2	7513169.861	4692284.177	628.215		628.215	2019-12-12	16:17:11	
KK3	7513169.872	4692284.167	631.182		631.182	2019-12-12	16:17:27	
KK4	7513169.871	4692284.168	634.129		634.129	2019-12-12	16:17:39	
KK5	7513169.862	4692284.152	637.079		637.079	2019-12-12	16:17:53	
KK6	7513169.876	4692284.158	640.026		640.026	2019-12-12	16:18:05	
KK7	7513169.875	4692284.158	642.987		642.987	2019-12-12	16:18:18	
KK8	7513169.877	4692284.157	645.923		645.923	2019-12-12	16:18:34	
KK9	7513169.866	4692284.146	648.874		648.874	2019-12-12	16:18:49	
KK10	7513169.912	4692284.172	651.824		651.824	2019-12-12	16:19:09	
K3	7513176.040	4692289.251	620.918		620.918	2019-12-12	16:20:50	
K4	7513206.494	4692261.802	620.714		620.714	2019-12-12	16:22:59	
K5	7513185.856	4692236.515	620.929		620.929	2019-12-12	16:24:15	
8	7513169.676	4692284.479	621.476		621.476	2019-12-12	16:30:23	
9	7513181.094	4692269.925	625.431		625.431	2019-12-12	16:30:37	
10	7513179.019	4692272.409	624.496		624.496	2019-12-12	16:30:52	
11	7513181.559	4692270.287	624.159		624.159	2019-12-12	16:31:02	
12	7513192.702	4692255.900	625.072		625.072	2019-12-12	16:31:21	
K6	7513153.782	4692273.741	621.622		621.622	2019-12-12	16:31:51	
13	7513169.890	4692284.220	623.849		623.849	2019-12-12	16:32:51	
14	7513156.896	4692274.532	621.945		621.945	2019-12-12	16:40:17	
15	7513166.780	4692261.825	622.170		622.170	2019-12-12	16:41:13	
16	7513165.099	4692260.466	622.181		622.181	2019-12-12	16:41:27	
17	7513167.697	4692257.166	622.027		622.027	2019-12-12	16:41:41	
18	7513167.743	4692257.101	622.023		622.023	2019-12-12	16:41:59	
19	7513165.671	4692255.482	621.966		621.966	2019-12-12	16:42:25	
20	7513163.493	4692253.846	624.931		624.931	2019-12-12	16:42:39	
21	7513175.442	4692252.116	619.586	HYRJE	619.586	2019-12-12	16:52:19	
22	7513180.235	4692245.996	621.543		621.543	2019-12-12	16:53:17	
23	7513174.540	4692253.210	622.210		622.210	2019-12-12	16:53:41	
24	7513173.754	4692252.428	625.277		625.277	2019-12-12	16:54:08	
25	7513171.467	4692250.721	622.522		622.522	2019-12-12	16:54:47	
26	7513176.070	4692244.889	622.494		622.494	2019-12-12	16:55:04	
P1	100.000	100.000	100.000		100.000	1969-12-31	16:00:00	0.000
P2	110.000	110.000	100.000		100.000	1969-12-31	16:00:00	0.000
200	96.464	98.845	101.483	LIFTI	101.483	2019-12-12	17:16:43	
201	95.539	102.190	101.469	LIFTI	101.469	2019-12-12	17:16:59	
202	87.348	106.378	101.366	LIFTI	101.366	2019-12-12	17:17:18	
203	87.348	106.378	101.366		101.366	2019-12-12	17:17:28	
204	84.330	117.671	101.259		101.259	2019-12-12	17:17:45	
205	99.381	121.711	101.668		101.668	2019-12-12	17:18:13	
206	103.895	104.392	101.564		101.564	2019-12-12	17:18:24	
207	103.565	103.854	101.560		101.560	2019-12-12	17:18:52	
208	103.647	103.636	101.559		101.559	2019-12-12	17:19:03	
209	104.764	103.936	101.566		101.566	2019-12-12	17:19:12	
210	109.331	86.978	101.631		101.631	2019-12-12	17:19:37	
211	96.536	83.442	101.884		101.884	2019-12-12	17:20:03	
212	93.317	87.520	101.825		101.825	2019-12-12	17:20:20	
213	90.748	113.001	101.860	SHTYLL	101.860	2019-12-12	17:21:09	
214	90.907	112.363	101.848	SHTYLL	101.848	2019-12-12	17:21:33	
215	92.418	106.685	101.737	SHTYLL	101.737	2019-12-12	17:22:02	
216	92.584	106.061	101.726	SHTYLL	101.726	2019-12-12	17:22:15	
217	92.200	105.947	101.731	SHTYLL	101.731	2019-12-12	17:22:33	
218	99.222	102.259	101.575	SHTYLL	101.575	2019-12-12	17:23:54	
219	99.603	102.366	101.575	SHTYLL	101.575	2019-12-12	17:24:09	
220	99.485	102.303	102.937	SHTYLL	102.937	2019-12-12	17:25:24	
221	100.646	98.054	101.511	SHTYLL	101.511	2019-12-12	17:25:41	
222	100.925	98.137	101.511	SHTYLL	101.511	2019-12-12	17:25:53	
223	100.895	97.084	101.505	SHTYLL	101.505	2019-12-12	17:26:11	
224	102.032	92.438	101.473	SHTYLL	101.473	2019-12-12	17:26:57	
225	102.131	92.061	101.470	SHTYLL	101.470	2019-12-12	17:27:12	
226	98.701	84.043	101.417	SHTYLL	101.417	2019-12-12	17:28:32	
227	98.374	85.139	101.425	SHTYLL	101.425	2019-12-12	17:28:44	
228	98.137	85.086	101.424	SHTYLL	101.424	2019-12-12	17:28:58	
229	97.207	89.226	101.450	SHTYLL	101.450	2019-12-12	17:29:15	
230	97.109	89.615	101.453	SHTYLL	101.453	2019-12-12	17:29:30	
231	96.438	89.445	101.450	SHTYLL	101.450	2019-12-12	17:29:51	
232	95.917	93.638	101.474	SHTYLL	101.474	2019-12-12	17:30:15	
233	95.809	94.023	101.476	SHTYLL	101.476	2019-12-12	17:30:31	
234	95.245	93.880	101.473	SHTYLL	101.473	2019-12-12	17:30:40	
235	96.822	95.973	101.490	SHTYLL	101.490	2019-12-12	17:30:54	
236	96.784	96.171	101.491	SHTYLL	101.491	2019-12-12	17:31:08	
237	90.249	94.407	102.176	SHTYLL	102.176	2019-12-12	17:31:28	
ARMATURA2	7513034.605	4692094.442	620.124		620.124	1969-12-31	16:00:00	0.000
K11	7512940.517	4692067.338	626.446		626.446	1969-12-31	16:00:00	0.000
FS10	7512983.454	4692072.020	620.641		620.641	2019-12-14	14:03:56	
100	7512972.455	4692070.642	621.418	OBJEKT	621.418	2019-12-14	14:10:08	
101	7512964.657	4692073.841	621.093	OBJEKT	621.093	2019-12-14	14:11:04	
102	7512982.976	4692073.828	620.828	OBJEKT	620.828	2019-12-14	14:12:30	
S1	7512987.028	4692072.960	620.589		620.589	2019-12-14	14:14:33	
S2	7512986.938	4692097.817	620.479		620.479	2019-12-14	14:15:49	
104	7512974.821	4692050.798	620.920	HYRJE	620.920	2019-12-14	14:23:28	
105	7512975.869	4692044.170	620.847	OBJEKT	620.847	2019-12-14	14:25:36	
106	7512977.978	4692038.658	624.035	OBJEKT	624.035	2019-12-14	14:26:20	
107	7512977.991	4692038.623	622.062	OBJEKT	622.062	2019-12-14	14:26:39	
S3	7512973.992	4692013.557	621.153		621.153	2019-12-14	14:31:30	
S4	7512961.061	4692071.537	619.989		619.989	2019-12-14	14:36:44	
108	7512990.958	4692074.401	620.929		620.929	2019-12-14	14:50:12	
109	7512995.262	4692074.402	621.063	OBJEKT	621.063	2019-12-14	14:51:00	
110	7512998.103	4692074.335	626.614	OBJEKT	626.614	2019-12-14	14:51:21	
111	7512998.163	4692072.148	620.105	HYRJE	620.105	2019-12-14	14:51:45	
112	7512995.204	4692069.487	621.343	OBJEKT	621.343	2019-12-14	14:52:33	
113	7512995.665	4692067.462	621.221	OBJEKT	621.221	2019-12-14	14:52:46	
114	7512996.667	4692064.407	620.980	OBJEKT	620.980	2019-12-14	14:53:14	
115	7512998.117	4692065.191	628.050	OBJEKT	628.050	2019-12-14	14:53:53	
116	7512996.573	4692064.671	627.659	OBJEKT	627.659	2019-12-14	14:54:07	
117	7512996.600	4692064.577	627.695	OBJEKT	627.695	2019-12-14	14:54:16	
118	7512976.808	4692038.509	620.552	OBJEKT	620.552	2019-12-14	15:08:43	
119	7512972.413	4692037.847	620.696	OBJEKT	620.696	2019-12-14	15:10:28	
